1		20000		500		0		1		0		3600	13	300		5	296		1		30		
0	59.936947	30.320027	12345
1	59.926102	30.316259	12345
2	59.927226	30.404541	12345
3	59.941191	30.272698	12345
4	59.941048	30.270861	12345
5	59.970805	30.312511	12345
6	59.933081	30.360195	12345
7	59.969876	30.314584	12345
8	59.834314	30.214033	12345
9	59.927250	30.379751	12345
10	59.953880	30.218320	12345
11	59.932581	30.346341	12345
12	59.932516	30.314346	12345
13	59.953669	30.215585	12345
14	59.798118	30.268181	12345
15	60.001452	30.298761	12345
16	59.943749	30.359731	12345
17	59.933933	30.365307	12345
18	59.936306	30.324573	12345
19	59.943395	30.278513	12345
20	59.931186	30.318205	12345
21	59.986366	30.203605	12345
22	59.842584	30.318253	12345
23	59.921965	30.356053	12345
24	59.937986	30.348201	12345
25	59.966658	30.311161	12345
26	59.995937	30.248173	12345
27	59.961198	30.315700	12345
28	59.940283	30.360555	12345
29	59.942288	30.329518	12345
30	59.963325	30.307658	12345
31	59.945635	30.287826	12345
32	59.963757	30.320409	12345
33	60.008898	30.258086	12345
34	59.987654	30.204120	12345
35	59.944120	30.295057	12345
36	59.942169	30.341449	12345
37	59.863001	30.332916	12345
38	60.012403	30.401949	12345
39	59.966609	30.310969	12345
40	59.937436	30.322852	12345
41	59.830713	30.384965	12345
42	59.962068	30.305550	12345
43	59.931957	30.316846	12345
44	59.937279	30.337029	12345
45	60.011677	30.397488	12345
46	59.867077	30.351663	12345
47	60.058779	30.337029	12345
48	60.007027	30.327276	12345
49	59.934373	30.337650	12345
50	60.006840	30.424228	12345
51	59.912430	30.295000	12345
52	60.035259	30.321081	12345
53	60.011081	30.396777	12345
54	59.927829	30.343434	12345
55	59.907390	30.307034	12345
56	60.048098	30.355594	12345
57	59.934729	30.360060	12345
58	59.964850	30.382776	12345
59	59.929512	30.313809	12345
60	59.841861	30.251970	12345
61	59.938870	30.348916	12345
62	59.984842	30.202832	12345
63	59.934593	30.360507	12345
64	59.970506	30.291501	12345
65	59.942050	30.276074	12345
66	60.058115	30.307417	12345
67	60.051260	30.334754	12345
68	59.921898	30.356146	12345
69	59.967524	30.314240	12345
70	60.058298	30.335796	12345
71	59.819712	30.326729	12345
72	59.955655	30.356555	12345
73	59.978211	30.315372	12345
74	59.943599	30.353036	12345
75	59.943083	30.349002	12345
76	60.030161	30.334389	12345
77	59.931968	30.345976	12345
78	60.057580	30.307846	12345
79	59.990670	30.259845	12345
80	59.942881	30.322057	12345
81	59.906301	30.306772	12345
82	59.923746	30.361788	12345
83	59.831270	30.348059	12345
84	59.807645	30.321268	12345
85	59.868068	30.261079	12345
86	59.936275	30.334482	12345
87	59.934548	30.337887	12345
88	59.936221	30.341192	12345
89	59.808295	30.321403	12345
90	59.936709	30.341537	12345
91	59.937284	30.282397	12345
92	59.864713	30.320801	12345
93	59.921517	30.352006	12345
94	60.041457	30.325592	12345
95	59.932420	30.439339	12345
96	59.966737	30.286195	12345
97	59.956721	30.308827	12345
98	60.050767	30.342650	12345
99	60.033215	30.367166	12345
100	59.952961	30.248276	12345
101	60.058650	30.335053	12345
102	59.855895	30.321186	12345
103	60.059261	30.336385	12345
104	59.990380	30.204763	12345
105	59.940976	30.280530	12345
106	59.947822	30.232159	12345
107	59.994355	30.148216	12345
108	59.936032	30.361876	12345
109	59.944869	30.294004	12345
110	59.948015	30.233833	12345
111	59.931689	30.354238	12345
112	59.932384	30.402275	12345
113	59.921935	30.356060	12345
114	59.990702	30.205665	12345
115	59.957954	30.299799	12345
116	59.930674	30.317994	12345
117	60.043504	30.373421	12345
118	59.881638	30.314884	12345
119	59.924290	30.386171	12345
120	59.879678	30.265489	12345
121	59.967338	30.394033	12345
122	59.926248	30.320721	12345
123	59.893942	30.514870	12345
124	59.869095	30.341902	12345
125	59.899765	30.289736	12345
126	59.805879	30.320538	12345
127	59.941599	30.323825	12345
128	59.960696	30.302955	12345
129	59.932181	30.345231	12345
130	59.930316	30.347611	12345
131	59.919529	30.339493	12345
132	59.962127	30.306768	12345
133	59.931538	30.350818	12345
134	59.974770	30.257816	12345
135	59.919893	30.354044	12345
136	59.930788	30.352987	12345
137	59.971206	30.306115	12345
138	59.933323	30.300078	12345
139	59.955492	30.310832	12345
140	60.050275	30.332029	12345
141	60.032734	30.363057	12345
142	59.963303	30.307481	12345
143	59.920140	30.354280	12345
144	59.973222	30.319283	12345
145	59.973113	30.334035	12345
146	59.851389	30.308189	12345
147	59.956901	30.341749	12345
148	59.924453	30.310464	12345
149	59.935876	30.313591	12345
150	59.797807	30.268114	12345
151	60.006796	30.264330	12345
152	60.007283	30.264058	12345
153	59.825256	30.319197	12345
154	59.943255	30.213300	12345
155	59.826097	30.317998	12345
156	59.826343	30.317727	12345
157	59.827803	30.317597	12345
158	59.827116	30.317567	12345
159	60.017060	30.316622	12345
160	59.930995	30.319154	12345
161	59.984144	30.244417	12345
162	59.971247	30.305135	12345
163	59.942625	30.276668	12345
164	59.926603	30.309176	12345
165	59.805782	30.307953	12345
166	59.928603	30.346137	12345
167	59.959640	30.302331	12345
168	59.935550	30.363793	12345
169	59.955376	30.295916	12345
170	59.879606	30.320111	12345
171	59.929737	30.374601	12345
172	59.833171	30.349495	12345
173	59.966074	30.339260	12345
174	59.936166	30.321708	12345
175	59.938569	30.348659	12345
176	59.958806	30.405728	12345
177	59.938837	30.326235	12345
178	59.924592	30.386467	12345
179	59.942595	30.348652	12345
180	59.958557	30.323135	12345
181	59.937870	30.320292	12345
182	59.829656	30.375738	12345
183	59.938332	30.332179	12345
184	59.818033	30.326596	12345
185	59.951830	30.286109	12345
186	59.927070	30.331263	12345
187	59.952636	30.290937	12345
188	59.958448	30.343466	12345
189	59.853631	30.303158	12345
190	60.002360	30.300390	12345
191	59.935661	30.325972	12345
192	60.008116	30.212383	12345
193	60.036596	30.414464	12345
194	59.933065	30.353033	12345
195	59.931931	30.354265	12345
196	59.971808	30.298215	12345
197	59.934648	30.268772	12345
198	59.930809	30.240506	12345
199	59.922453	30.342378	12345
200	59.989645	30.257732	12345
201	59.925659	30.296207	12345
202	60.051453	30.351791	12345
203	60.051689	30.333381	12345
204	59.929216	30.359023	12345
205	59.847350	30.330492	12345
206	59.926674	30.296328	12345
207	59.972172	30.347639	12345
208	59.924800	30.319617	12345
209	59.989436	30.256863	12345
210	60.058694	30.336514	12345
211	60.048705	30.330784	12345
212	59.959028	30.319626	12345
213	59.937763	30.326300	12345
214	59.937983	30.211568	12345
215	59.927781	30.301336	12345
216	59.988041	30.227594	12345
217	59.988942	30.225599	12345
218	59.828734	30.317332	12345
219	59.966986	30.310181	12345
220	59.851589	30.351073	12345
221	59.939902	30.299326	12345
222	59.956074	30.244825	12345
223	59.960141	30.293563	12345
224	59.959774	30.293858	12345
225	59.925340	30.291096	12345
226	59.936237	30.318932	12345
227	59.953625	30.331157	12345
228	59.935150	30.328102	12345
229	59.929656	30.358753	12345
230	59.923593	30.317408	12345
231	59.960233	30.268883	12345
232	59.980851	30.323558	12345
233	59.950057	30.316751	12345
234	60.008115	30.297337	12345
235	59.941487	30.395340	12345
236	59.927883	30.321021	12345
237	59.931206	30.293701	12345
238	59.941911	30.280037	12345
239	59.938956	30.215256	12345
240	59.880162	30.266036	12345
241	59.932463	30.351877	12345
242	59.938848	30.349259	12345
243	59.933458	30.328174	12345
244	59.934065	30.340869	12345
245	59.933960	30.323539	12345
246	59.952131	30.216844	12345
247	60.025787	30.237315	12345
248	59.958512	30.404878	12345
